DATA (YYYY-MM-DD);HORA (UTC);PRECIPITA��O TOTAL, HOR�RIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESS�O ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESS�O ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m�);TEMPERATURA DO AR - BULBO SECO, HORARIA (�C);TEMPERATURA DO PONTO DE ORVALHO (�C);TEMPERATURA M�XIMA NA HORA ANT. (AUT) (�C);TEMPERATURA M�NIMA NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (�C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (�C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIRE��O HORARIA (gr) (� (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/04/20;1600 UTC;6,8;1009,9;1010,6;1009,5;1078,3;25,5;24,8;32,1;25,5;25,5;24,3;96;66;96;236;8,7;1,9;
2023/04/20;1700 UTC;3,6;1008,9;1010;1008,7;177,8;25;24,1;25,7;25;24,7;24;96;93;95;256;5,9;1,2;
2023/04/20;1800 UTC;0;1007,8;1008,9;1007,8;525;26,2;25,1;26,2;25;25,1;24,1;95;93;94;256;3,9;1,1;
2023/04/20;1900 UTC;0;1006,8;1007,8;1006,8;749;27,6;24,7;27,7;26,2;25,5;24,2;94;83;84;257;3,7;,9;
2023/04/20;2000 UTC;0;1007,2;1007,6;1006,6;661,2;28,5;24,5;28,5;27,6;25,4;24,1;85;77;79;259;3,1;0;
2023/04/20;2100 UTC;0;1006,9;1007,2;1006,9;232,9;27,5;24,6;28,5;27,5;25;24,3;85;79;85;259;2;,1;
2023/04/20;2200 UTC;0;1007,2;1007,2;1006,7;1,5;26,8;24,9;27,5;26,8;25;24,6;90;84;89;259;1,8;,1;
2023/04/20;2300 UTC;0;1008,2;1008,2;1007,2;;26,1;25,2;26,8;26,1;25,3;24,9;95;89;95;259;1,9;0;
2023/04/21;0000 UTC;0;1009;1009;1008,2;;25,9;25,2;26,2;25,9;25,4;25,2;96;95;96;298;2,2;,1;
2023/04/21;0100 UTC;0;1009,5;1009,5;1009;;25,9;25,2;25,9;25,8;25,2;25,1;96;95;95;293;2;0;
2023/04/21;0200 UTC;0;1009,6;1009,6;1009,5;;26;24,9;26,1;25,9;25,2;24,9;96;94;94;293;3,2;,2;
2023/04/21;0300 UTC;0;1009,5;1009,6;1009,5;;25,6;24,8;26;25,6;25;24,8;95;94;95;287;3,1;0;
2023/04/21;0400 UTC;0;1008,8;1009,4;1008,8;;25,2;24,7;25,6;25,2;24,8;24,7;97;95;97;287;1,5;,1;
2023/04/21;0500 UTC;0;1007,7;1008,8;1007,7;;25;24,5;25,2;25;24,7;24,5;97;97;97;287;1,7;0;
2023/04/21;0600 UTC;0;1006,7;1007,7;1006,7;;24,8;24,4;25;24,8;24,5;24,4;98;97;98;287;1,3;0;
2023/04/21;0700 UTC;0;1006,7;1006,8;1006,7;;24,6;24,2;24,8;24,6;24,5;24,2;98;98;98;287;1,5;0;
2023/04/21;0800 UTC;0;1006,7;1006,8;1006,7;;24,5;24,2;24,6;24,5;24,3;24,2;98;98;98;287;1,9;0;
2023/04/21;0900 UTC;0;1006,7;1006,8;1006,6;;24,7;24,4;24,7;24,5;24,4;24,2;98;98;98;287;1,9;0;
2023/04/21;1000 UTC;0;1006,6;1006,8;1006,4;90,4;25,1;24,8;25,2;24,7;24,9;24,4;98;98;98;298;2,2;0;
2023/04/21;1100 UTC;0;1006,9;1006,9;1006,6;468,3;26,5;25,3;26,5;25,1;25,3;24,8;98;93;93;294;2,4;,4;
2023/04/21;1200 UTC;0;1007,2;1007,2;1006,9;1533,5;28,6;25,7;29,1;26,5;25,7;24,7;93;80;84;331;4,7;1,2;
2023/04/21;1300 UTC;,2;1007,5;1007,5;1007,2;2296;30,7;25,7;30,8;28,5;26,2;25;84;72;75;316;4,9;2,3;
2023/04/21;1400 UTC;0;1007,4;1007,6;1007,4;2446,7;30;24,8;31,8;29,8;25,9;24,7;78;68;74;313;5,6;2,3;
2023/04/21;1500 UTC;0;1006,7;1007,4;1006,7;1595,7;30,1;24,8;31,2;29,7;26;24,4;78;70;73;303;5,1;2,2;
2023/04/21;1600 UTC;0;1005,8;1006,7;1005,8;2683,7;32,4;24,9;33,8;30,2;26,6;24,6;76;62;65;288;5;1,8;
2023/04/21;1700 UTC;0;1004,5;1005,8;1004,5;2682,1;33,4;24,8;33,4;31,3;25,8;24,1;70;59;61;288;5,2;1,7;
2023/04/21;1800 UTC;0;1003,4;1004,5;1003,4;2721,6;33,3;24;34,3;32,2;25,9;23,8;65;56;58;293;5,6;2,5;
2023/04/21;1900 UTC;0;1002,9;1003,4;1002,9;2265,5;33,1;24;34,5;32,8;25,2;23,7;63;56;59;277;5,3;1,4;
2023/04/21;2000 UTC;0;1003;1003;1002,7;829,6;31;25,6;33,9;31;25,6;23,5;73;57;73;281;4,3;,4;
2023/04/21;2100 UTC;0;1003,6;1003,6;1002,9;393,8;28,8;24,3;31,4;28,8;26,3;24;79;73;77;253;5;1;
2023/04/21;2200 UTC;0;1004,6;1004,6;1003,6;2,8;27;23,6;28,8;27;24,7;23,4;83;76;82;282;5,7;2;
2023/04/21;2300 UTC;0;1005;1005,1;1004,6;;25,9;24,4;27;25,9;24,5;23,6;92;82;92;292;5,4;,2;
2023/04/22;0000 UTC;0;1006,1;1006,1;1005;,1;25,9;24,4;26,1;25,8;24,6;24,4;93;91;92;289;3,4;,2;
2023/04/22;0100 UTC;0;1006,4;1006,5;1006,1;;25,9;24,5;26,1;25,8;24,7;24,4;93;91;92;287;2,8;,5;
2023/04/22;0200 UTC;0;1006,9;1007;1006,3;;25,6;24,3;25,9;25,6;24,5;24,3;93;92;93;287;2,5;0;
2023/04/22;0300 UTC;0;1006,4;1007;1006,4;;25,4;24,3;25,6;25,3;24,4;24,3;95;93;94;287;2,2;0;
2023/04/22;0400 UTC;0;1005,6;1006,4;1005,6;;25,2;24,3;25,4;25,2;24,3;24,2;95;94;94;287;2,3;,1;
2023/04/22;0500 UTC;0;1004,8;1005,6;1004,8;;25,2;24,3;25,3;25,1;24,3;24,1;95;94;95;287;2,8;,4;
2023/04/22;0600 UTC;0;1004,8;1004,9;1004,7;;25,1;24,2;25,2;25;24,3;24,1;95;94;95;287;2,8;,1;
2023/04/22;0700 UTC;0;1004,6;1004,8;1004,6;;24,8;24,1;25,1;24,8;24,2;24,1;96;95;96;287;1,7;0;
2023/04/22;0800 UTC;0;1005;1005;1004,5;;24,7;24;24,8;24,7;24,2;24;96;96;96;287;1,5;0;
2023/04/22;0900 UTC;0;1005,8;1005,8;1005;;24,5;24;24,7;24,5;24,1;23,9;97;96;97;287;1,2;0;
2023/04/22;1000 UTC;0;1006,1;1006,1;1005,8;94;25,4;24,6;25,4;24,5;24,6;24;97;95;95;288;2,4;,8;
2023/04/22;1100 UTC;0;1007,1;1007,1;1006,1;574,4;27,8;24,9;27,8;25,4;25,2;24,6;95;84;84;283;4,9;1,8;
2023/04/22;1200 UTC;0;1007,8;1007,8;1007,1;1514,5;30,1;25,1;30,3;27,8;25,4;24,8;85;74;75;274;5,7;2,2;
2023/04/22;1300 UTC;0;1007,8;1007,9;1007,8;2213,6;30,7;25,2;32;30;25,9;24,4;75;67;72;283;5,5;2;
2023/04/22;1400 UTC;0;1007,4;1007,8;1007,4;2172,4;30,9;24,9;32,5;30,5;25,9;24,4;74;65;70;289;5,4;1,9;
2023/04/22;1500 UTC;0;1006,9;1007,4;1006,9;1679,9;31,5;25,4;31,5;30,2;26,1;24,4;77;69;70;291;5,9;1,5;
2023/04/22;1600 UTC;0;1005,5;1006,9;1005,5;3338,9;33,6;25,2;33,6;31,5;25,6;24,3;70;60;62;261;5,3;1,8;
2023/04/22;1700 UTC;0;1004,4;1005,5;1004,4;3007,9;33;23,9;33,8;32,5;25,8;23,5;64;57;59;261;6,4;2,2;
2023/04/22;1800 UTC;0;1003,4;1004,4;1003,4;2961;33,8;24,2;34,3;32,9;24,9;23,3;61;56;57;249;6,9;1,2;
2023/04/22;1900 UTC;0;1003;1003,4;1003;1892,5;32,9;23,5;33,8;32,3;24,7;23;61;55;58;257;5,6;1,3;
2023/04/22;2000 UTC;0;1003,1;1003,1;1002,9;1234,6;32,1;25,7;34,6;32,1;26,4;23,1;69;54;69;172;4,1;,7;
2023/04/22;2100 UTC;0;1003,7;1003,7;1003,1;196,4;29,3;25,2;32,1;29,3;26;24,9;79;69;79;135;5,2;1,6;
2023/04/22;2200 UTC;0;1004,5;1004,5;1003,6;5,4;28,3;24;29,3;28,3;25,4;24;80;77;77;148;4,9;,5;
2023/04/22;2300 UTC;0;1005,6;1005,6;1004,5;;27,4;24,2;28,4;27,4;24,2;23,5;83;76;83;239;6;1,9;
2023/04/23;0000 UTC;1;1005,7;1005,8;1005,5;4;24,9;23,6;27,4;24,7;24,7;23,4;93;83;93;270;7,9;0;
2023/04/23;0100 UTC;5;1007,2;1007,5;1005,7;;24,6;24;25,1;24,5;24,1;23,6;96;92;96;297;5,2;1;
2023/04/23;0200 UTC;0;1007,4;1007,6;1007,2;,2;24,9;24,4;25;24,6;24,5;23,9;97;96;97;298;3,5;0;
2023/04/23;0300 UTC;,2;1006,9;1007,4;1006,9;;24,9;24,4;25,1;24,8;24,7;24,3;97;97;97;293;1,3;0;
2023/04/23;0400 UTC;0;1006,6;1006,9;1006,6;;24,9;24,5;25;24,9;24,6;24,4;98;97;98;293;0;0;
2023/04/23;0500 UTC;0;1005,7;1006,6;1005,7;;24,7;24,3;25;24,6;24,6;24,2;98;97;98;293;1,1;0;
2023/04/23;0600 UTC;0;1005,6;1005,7;1005,6;;24,7;24,3;24,7;24,6;24,4;24,2;98;98;98;293;0;0;
2023/04/23;0700 UTC;0;1005,5;1005,8;1005,5;;24,5;24,2;24,7;24,5;24,4;24,2;98;98;98;293;0;0;
2023/04/23;0800 UTC;0;1005,9;1005,9;1005,4;;24,7;24,4;24,7;24,5;24,4;24,2;98;98;98;293;0;0;
2023/04/23;0900 UTC;0;1006,6;1006,6;1005,9;;24,4;24,1;24,7;24,4;24,4;24,1;98;98;98;293;0;0;
2023/04/23;1000 UTC;0;1007,2;1007,2;1006,6;90,4;24,9;24,7;24,9;24,4;24,7;24,1;99;98;99;293;0;0;
2023/04/23;1100 UTC;0;1008,2;1008,2;1007,2;582,2;26,7;25,7;26,7;24,9;26;24,6;99;95;95;259;2,1;,2;
2023/04/23;1200 UTC;0;1008,6;1008,6;1008,2;1080,3;28,7;25,8;28,8;26,7;26,2;25,3;95;82;84;257;2,6;,8;
2023/04/23;1300 UTC;0;1008,7;1008,7;1008,6;1710,3;30,7;25,8;30,7;28,6;26,2;24,9;85;74;75;254;4,2;1,3;
2023/04/23;1400 UTC;0;1008,4;1008,7;1008,3;2636;30,9;25;31,7;30,4;26,4;24,5;78;68;71;269;4,5;1;
2023/04/23;1500 UTC;0;1007,8;1008,4;1007,8;1531,5;30,8;24,8;30,9;30,2;25,9;23,8;77;68;71;265;4,7;1,7;
2023/04/23;1600 UTC;,2;1006,7;1007,8;1006,7;3213;32,4;25,4;33,2;30,6;26,3;24,3;71;63;67;254;4,5;1,6;
2023/04/23;1700 UTC;0;1005,8;1006,7;1005,8;2745,6;32,5;24,2;32,9;32,1;25,8;24,2;68;62;62;252;4,6;,8;
2023/04/23;1800 UTC;0;1005,4;1005,8;1005,3;2480;32,4;24,6;33,1;32,2;25,9;23,2;67;59;64;255;4,7;1,9;
2023/04/23;1900 UTC;0;1005,3;1005,4;1005,2;2359;32,4;24,8;33;31,9;25,3;23,4;65;60;64;257;6,5;3;
2023/04/23;2000 UTC;0;1005,5;1005,5;1005,3;1325,2;30,9;25,2;32,4;30,7;25,5;24,2;73;64;72;245;5,9;1,5;
2023/04/23;2100 UTC;0;1006;1006,1;1005,4;473,2;29,6;25;30,9;29,6;25,4;24,6;76;71;76;236;4,2;,7;
2023/04/23;2200 UTC;0;1006,7;1006,7;1006;5,2;28,3;25,4;29,6;28,3;25,4;24,8;84;76;84;236;2,2;0;
2023/04/23;2300 UTC;0;1007,3;1007,3;1006,7;;27,6;23,9;28,6;27,6;25,4;23,8;84;80;80;175;4,8;1;
2023/04/24;0000 UTC;0;1008,1;1008,1;1007,2;;27,2;23,8;27,6;27,2;24,1;23,8;83;80;82;169;3,4;,3;
2023/04/24;0100 UTC;0;1008,8;1008,8;1008,1;;26,6;23,6;27,2;26,5;24,3;23,6;88;81;84;171;3,2;,5;
2023/04/24;0200 UTC;0;1009,4;1009,4;1008,8;;26,5;23,2;26,8;26,5;24,2;23,1;86;81;82;203;4,9;1,3;
2023/04/24;0300 UTC;0;1009;1009,4;1009;;26;23,5;26,5;26;23,5;23,2;86;82;86;180;4,5;,4;
2023/04/24;0400 UTC;0;1008,2;1009;1008,2;;25,6;23,3;26;25,6;23,6;23,3;88;86;87;225;3,1;,5;
2023/04/24;0500 UTC;0;1007,4;1008,2;1007,4;;25,2;23,1;25,6;25,1;23,3;23,1;89;87;88;225;2,6;,2;
2023/04/24;0600 UTC;0;1006,9;1007,4;1006,9;;24,7;23,3;25,3;24,6;23,4;23;93;88;92;225;2,7;0;
2023/04/24;0700 UTC;0;1006,7;1006,9;1006,7;;24,5;23,3;24,7;24,5;23,3;23,2;93;92;93;225;1,2;0;
2023/04/24;0800 UTC;0;1007;1007;1006,7;;24,6;23,7;24,6;24,3;23,7;23,3;95;93;95;225;1,2;0;
2023/04/24;0900 UTC;0;1007,4;1007,4;1007;;24,7;23,8;24,8;24,5;23,8;23,6;95;94;95;225;0;0;
2023/04/24;1000 UTC;0;1008;1008;1007,4;77,5;25,5;24,2;25,5;24,7;24,2;23,7;95;93;93;225;0;0;
2023/04/24;1100 UTC;0;1008,8;1008,8;1008;578,1;27,9;24,4;27,9;25,5;24,6;24,1;93;81;81;225;2,5;,4;
2023/04/24;1200 UTC;0;1009,6;1009,6;1008,8;1238,8;29,8;25,1;29,8;27,9;25,4;24,3;82;75;76;197;4,6;1,1;
2023/04/24;1300 UTC;0;1009,8;1009,9;1009,6;1607,3;30,5;25,1;30,6;29,7;25,2;24,4;76;71;73;211;4,8;2;
2023/04/24;1400 UTC;0;1009,8;1009,8;1009,7;1943,8;31,7;25;31,9;30,5;25,5;24,1;74;65;68;222;5,9;1,4;
2023/04/24;1500 UTC;0;1009;1009,8;1009;1661,6;31,3;24,8;31,7;30,9;25,5;24,2;71;66;69;235;4,7;1,1;
2023/04/24;1600 UTC;0;1007,6;1009;1007,6;2030,7;31,6;25,2;33;30,8;25,9;24,4;73;64;69;249;4,7;2,1;
2023/04/24;1700 UTC;0;1006,9;1007,6;1006,9;2282,2;32;24,6;32,5;31,3;25,9;24,4;70;65;65;251;5,2;2,3;
2023/04/24;1800 UTC;1;1006,9;1007,1;1006,4;788,6;28;24,2;32;27,7;26,7;22,4;88;65;80;93;8,2;,9;
2023/04/24;1900 UTC;1,8;1007,3;1007,4;1006,8;298;26,1;24,5;28,4;26,1;25,6;24,1;94;78;91;154;6;1,8;
2023/04/24;2000 UTC;,2;1008,1;1008,2;1007,3;120,6;25,1;24,1;26,1;25,1;24,6;24;95;89;95;246;5,7;1,4;
2023/04/24;2100 UTC;,4;1008,3;1008,5;1008;28,2;24,7;24,1;25,1;24,7;24,2;23,7;96;94;96;236;3,5;,3;
2023/04/24;2200 UTC;0;1008,5;1008,5;1008,2;1,8;24,7;24,2;24,8;24,6;24,2;24;97;96;97;236;1,9;0;
2023/04/24;2300 UTC;0;1008,9;1008,9;1008,4;;25,2;24,6;25,3;24,7;24,7;24,3;97;96;96;236;1,6;0;
2023/04/25;0000 UTC;0;1009,8;1009,8;1009;;25,1;24,6;25,3;25,1;24,7;24,5;97;96;97;236;1,1;0;
2023/04/25;0100 UTC;0;1009,8;1009,9;1009,8;;25,1;24,5;25,2;25;24,7;24,5;98;97;97;236;2,4;,7;
2023/04/25;0200 UTC;0;1009,8;1009,9;1009,8;;25,2;24,5;25,4;25,1;24,6;24,5;96;95;96;231;2,8;0;
2023/04/25;0300 UTC;0;1009,5;1009,8;1009,5;;24,9;24,2;25,2;24,9;24,6;24,2;97;96;96;231;2,4;,3;
2023/04/25;0400 UTC;0;1009,3;1009,5;1009,3;;24,8;24,1;25;24,8;24,2;24,1;96;95;96;231;2,6;,1;
2023/04/25;0500 UTC;0;1008,5;1009,3;1008,5;;24,8;24,1;24,9;24,7;24,2;24,1;97;96;96;231;1,8;0;
2023/04/25;0600 UTC;0;1008;1008,5;1008;;24,5;24,1;24,8;24,5;24,2;24;97;96;97;231;1,7;0;
2023/04/25;0700 UTC;0;1008;1008;1007,8;;24,3;23,9;24,5;24,3;24,1;23,9;98;97;98;231;1,4;0;
2023/04/25;0800 UTC;0;1008,6;1008,6;1008;;24,2;23,8;24,4;24,2;24;23,7;98;97;97;231;1,5;0;
2023/04/25;0900 UTC;0;1008,7;1008,7;1008,6;;24,2;23,8;24,3;24,2;23,8;23,7;97;97;97;231;1,5;0;
2023/04/25;1000 UTC;0;1009,4;1009,4;1008,7;92,1;24,7;24,3;24,7;24,2;24,3;23,7;98;97;97;236;1,9;,2;
2023/04/25;1100 UTC;,2;1009,7;1009,7;1009,4;525,1;26;24,7;26,2;24,7;25;24,3;97;92;92;251;2,9;,9;
2023/04/25;1200 UTC;0;1010,2;1010,2;1009,7;1100;27,7;25,1;27,7;26;25,4;24,6;93;85;86;238;4,2;1,9;
2023/04/25;1300 UTC;0;1010,1;1010,3;1010,1;1956,9;29,2;25;29,5;27,7;26,2;24,8;86;78;78;243;5,2;1,9;
2023/04/25;1400 UTC;0;1009,7;1010,1;1009,7;2495,9;30,8;26,1;31;28,9;26,5;25;82;71;76;247;5,9;2,2;
2023/04/25;1500 UTC;0;1009;1009,7;1009;2474,1;31,7;25;32,7;29,8;26,3;24,4;76;66;68;245;5,4;2,2;
2023/04/25;1600 UTC;0;1008,3;1009;1008,3;1816,4;30,3;24,3;32,1;29,8;25,6;24,1;75;65;71;241;6,1;2,4;
2023/04/25;1700 UTC;0;1007,3;1008,3;1007,3;2469,2;31,8;25,3;32,4;30,1;25,9;24;75;63;68;247;5,3;2,1;
2023/04/25;1800 UTC;0;1006,6;1007,3;1006,3;2040,2;31,9;24,1;33,6;30,7;25,6;23,1;72;57;64;247;5,9;2,8;
2023/04/25;1900 UTC;0;1006,3;1007;1006,3;914,6;27,8;24;32,1;26,9;24,6;23,1;83;64;80;298;10,9;0;
2023/04/25;2000 UTC;0;1006,9;1006,9;1006,2;440,8;29,3;24,1;29,6;27,8;24,8;22,5;81;66;74;298;1,5;0;
2023/04/25;2100 UTC;0;1007,3;1007,4;1006,9;76,3;25,5;23,3;29,3;25,5;25;23,1;88;71;87;247;4,9;1,1;
2023/04/25;2200 UTC;0;1007,7;1007,7;1007,2;2,1;25,5;23,8;25,6;25,4;23,9;23,2;91;87;91;248;2,7;,2;
2023/04/25;2300 UTC;0;1008,1;1008,2;1007,7;;25,3;24,3;25,5;25,3;24,3;23,8;94;91;94;248;1,9;0;
2023/04/26;0000 UTC;0;1008,8;1008,8;1008;;25,6;24,3;25,6;25,3;24,4;24,1;94;92;93;248;1;0;
2023/04/26;0100 UTC;0;1009,4;1009,5;1008,8;;25,6;24,4;25,8;25,5;24,5;24,2;93;92;93;248;1,6;0;
2023/04/26;0200 UTC;0;1010,1;1010,1;1009,4;;25,2;24,4;25,6;25,2;24,5;24,4;95;93;95;248;0;0;
2023/04/26;0300 UTC;0;1009,7;1010,1;1009,6;;25,2;24,2;25,3;25;24,5;24,2;96;94;94;248;1,1;0;
2023/04/26;0400 UTC;0;1009,2;1009,7;1009,2;;24,8;24,2;25,2;24,8;24,3;24,1;96;94;96;248;0;0;
2023/04/26;0500 UTC;0;1008,6;1009,2;1008,5;;24,6;24,1;24,9;24,6;24,3;24;97;96;97;248;0;0;
2023/04/26;0600 UTC;0;1007,9;1008,6;1007,9;;24,6;24,1;24,7;24,6;24,2;24;97;97;97;248;0;0;
2023/04/26;0700 UTC;0;1007,6;1007,9;1007,6;;24,4;23,9;24,6;24,4;24,1;23,9;97;97;97;248;0;0;
2023/04/26;0800 UTC;0;1007,9;1008;1007,5;;24,4;24;24,4;24,3;24;23,9;98;97;98;248;1,4;0;
2023/04/26;0900 UTC;0;1008,4;1008,4;1007,8;;24,6;24,2;24,7;24,4;24,3;24;98;98;98;248;2,3;0;
2023/04/26;1000 UTC;0;1008,7;1008,7;1008,3;104,5;25;24,5;25;24,5;24,5;24,1;98;97;97;248;1,9;,5;
2023/04/26;1100 UTC;0;1009,5;1009,5;1008,7;387,4;26,2;24,9;26,2;24,9;25,2;24,3;97;93;93;248;3,4;,5;
2023/04/26;1200 UTC;0;1010,6;1010,6;1009,6;783,5;27,2;25,1;27,3;26,2;25,5;24,6;93;87;88;248;2,9;,3;
2023/04/26;1300 UTC;0;1011;1011,1;1010,5;1550,4;28,8;25;29,1;27,2;26;24,7;89;80;80;242;4,6;1,8;
2023/04/26;1400 UTC;0;1010,4;1011,1;1010,4;2766,9;30,9;25,7;30,9;28,8;26;24,6;80;73;74;244;5,7;2,2;
2023/04/26;1500 UTC;,2;1009,4;1010,4;1009,3;3311,3;31,5;25,3;31,7;30;25,9;24,6;76;70;70;246;6,5;2,5;
2023/04/26;1600 UTC;2,6;1009;1009,7;1009;2016,6;28,5;24,8;31,5;26,2;26,5;24,3;94;70;80;243;9,4;3,8;
2023/04/26;1700 UTC;,6;1009,6;1009,9;1008,9;255;25,1;23,4;28,5;25,1;24,8;23,4;91;80;90;223;10;2,1;
2023/04/26;1800 UTC;,2;1007,7;1009,6;1007,7;151,9;25;23,8;25,2;24,8;24;23,1;94;90;93;247;4,6;,5;
2023/04/26;1900 UTC;0;1007,8;1007,8;1007,5;175,6;25,1;23,3;25,2;24,9;24;23,2;93;89;90;247;4,6;,3;
2023/04/26;2000 UTC;0;1008;1008;1007,7;220,6;25,7;23,8;25,7;25,1;23,8;23,1;90;88;89;236;3,1;,1;
2023/04/26;2100 UTC;0;1009,2;1009,2;1008;90,9;25,5;23,5;25,7;25,5;23,8;23,4;89;87;89;231;2,5;,1;
2023/04/26;2200 UTC;0;1009,6;1009,6;1009,1;2,9;25,2;23,6;25,5;25,2;23,7;23,4;91;89;91;231;1,4;0;
2023/04/26;2300 UTC;0;1009,8;1009,8;1009,5;;25;23,7;25,2;25;23,8;23,6;93;91;92;231;2;0;
2023/04/27;0000 UTC;0;1010,4;1010,4;1009,8;;25;23,9;25,1;25;23,9;23,7;94;92;94;231;1,8;0;
2023/04/27;0100 UTC;0;1010,9;1010,9;1010,4;;25,3;24,1;25,3;25;24,1;24;94;93;93;231;2,2;0;
2023/04/27;0200 UTC;0;1011,3;1011,3;1010,9;;24,8;24,2;25,3;24,8;24,2;24;96;93;96;253;1;0;
2023/04/27;0300 UTC;0;1010,9;1011,3;1010,9;;24,6;24,1;24,8;24,6;24,2;24;97;96;97;253;0;0;
2023/04/27;0400 UTC;0;1010,3;1010,9;1010,3;;24,4;24;24,6;24,4;24;24;98;97;97;253;1;0;
2023/04/27;0500 UTC;0;1009,8;1010,3;1009,8;;24,2;23,8;24,4;24,2;24;23,8;98;97;98;253;1;0;
2023/04/27;0600 UTC;0;1009;1009,8;1009;;24,1;23,7;24,2;24,1;23,9;23,7;98;98;98;253;0;0;
2023/04/27;0700 UTC;0;1008,7;1009;1008,7;;24,1;23,7;24,2;24,1;23,8;23,7;98;97;97;253;0;0;
2023/04/27;0800 UTC;0;1009,2;1009,2;1008,7;;24,2;23,8;24,3;24,1;23,9;23,7;98;97;98;253;0;0;
2023/04/27;0900 UTC;0;1009,5;1009,5;1009,2;;24,3;23,9;24,4;24,2;23,9;23,8;98;97;97;253;0;0;
2023/04/27;1000 UTC;0;1010;1010;1009,5;108,4;25,5;24,8;25,5;24,3;24,8;23,8;97;96;96;253;0;0;
2023/04/27;1100 UTC;0;1010,7;1010,7;1010;361,9;27;24,9;27;25,3;25,3;24,3;96;88;88;253;0;0;
2023/04/27;1200 UTC;0;1011,6;1011,6;1010,7;795,9;27,9;25;28,2;26,9;25,6;24,5;89;83;84;248;2,6;,6;
2023/04/27;1300 UTC;0;1012;1012;1011,6;618,9;28;25;28,3;27,5;25,7;24,8;87;83;84;242;2,7;,3;
2023/04/27;1400 UTC;0;1011,9;1012,1;1011,9;1130,4;28,9;25,1;29;27,8;25,5;24,8;86;79;80;217;3,6;1,3;
2023/04/27;1500 UTC;0;1011;1011,8;1011;2064;29,5;25;30,3;28,8;26;24,6;81;74;77;194;3,6;1,1;
2023/04/27;1600 UTC;3,4;1009,7;1011;1009,7;1122,8;28,3;25,8;29,6;26,9;26,7;24,6;94;76;86;81;4,5;1,7;
2023/04/27;1700 UTC;0;1008,5;1009,7;1008,5;1637,5;27,7;23,4;30;27,6;26,4;23;87;69;78;86;4,9;1,2;
2023/04/27;1800 UTC;0;1008,6;1008,6;1007,9;651,8;26;23,4;28,1;25,9;24;22,6;87;76;85;198;4,9;,8;
2023/04/27;1900 UTC;9,2;1008,6;1009,1;1008,5;94,2;24,9;24,3;26,1;24,6;24,4;23,3;97;85;97;192;5,6;1,7;
2023/04/27;2000 UTC;,2;1009;1009;1008,5;104,1;24,8;24,1;25;24,7;24,4;24;97;96;96;201;6,2;1,1;
2023/04/27;2100 UTC;0;1009,3;1009,3;1009;52,3;24,5;23,6;24,9;24,5;24,2;23,6;96;95;95;152;4;,5;
2023/04/27;2200 UTC;,2;1009,8;1009,8;1009,3;3,1;24,6;23,9;24,6;24,4;24;23,6;96;95;96;158;3,4;0;
2023/04/27;2300 UTC;0;1010;1010;1009,6;;24,6;24,2;24,7;24,6;24,2;24;98;96;98;158;1,3;0;
2023/04/28;0000 UTC;0;1011,1;1011,1;1010;;24,6;24,2;24,6;24,4;24,2;24;98;98;98;146;1,9;,1;
2023/04/28;0100 UTC;0;1011,9;1011,9;1011,1;;24,4;24;24,6;24,4;24,2;24;98;97;97;39;2,9;,3;
2023/04/28;0200 UTC;0;1012,1;1012,1;1011,8;;24,2;23,8;24,4;24,2;24;23,8;98;97;98;39;2,3;,1;
2023/04/28;0300 UTC;0;1011,6;1012,1;1011,6;;24;23,7;24,3;24;24;23,7;98;98;98;39;1,7;,1;
2023/04/28;0400 UTC;0;1011;1011,6;1011;;24;23,7;24,1;24;23,8;23,7;98;98;98;39;3;,4;
2023/04/28;0500 UTC;0;1010;1011;1010;,3;23,8;23,6;24;23,8;23,7;23,6;99;98;99;39;3,1;,8;
2023/04/28;0600 UTC;0;1009,2;1010;1009,2;,3;23,9;23,7;23,9;23,8;23,7;23,6;99;99;99;34;3,1;,2;
2023/04/28;0700 UTC;0;1009,1;1009,3;1009,1;;23,6;23,4;23,9;23,6;23,6;23,4;99;99;99;34;2,5;0;
2023/04/28;0800 UTC;0;1009,2;1009,3;1009,1;;23,7;23,5;23,8;23,6;23,6;23,4;99;99;99;34;1,9;,2;
2023/04/28;0900 UTC;0;1010,3;1010,3;1009,2;0;23,7;23,5;23,8;23,7;23,6;23,5;99;99;99;34;1,9;0;
2023/04/28;1000 UTC;0;1010,9;1010,9;1010,2;59,9;23,9;23,6;23,9;23,6;23,7;23,4;99;99;99;34;2,6;,5;
2023/04/28;1100 UTC;0;1011,7;1011,7;1010,9;535,6;25;24,2;25,1;23,9;24,6;23,7;99;95;95;34;2,9;1,6;
